Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year,,,,
132,"Ullah, QH Mahmoud",A Framework for Anomaly Detection in IoT Networks Using Conditional Generative Adversarial Networks,4,2021, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9632806/,2,,,,
372,"Bao, Z Chen, J Wang, D Dai",Multiple agents' spatiotemporal data generation based on recurrent regression dual discriminator GAN,2,2022, Elsevier, Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231221015344,2,,,,
819,"Liu, Z Zhou, T Rekatsinas",Picket: guarding against corrupted data in tabular data during learning and inference,1,2022, Springer, The VLDB Journal,https://link.springer.com/article/10.1007/s00778-021-00699-w,1,,,,
691,"Škvára, J Francå, M Zorek, T Pevný…",Comparison of Anomaly Detectors: Context Matters,2,2021, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9569766/,1,,,,
735,"Li, H Liu",Achieving Fairness at No Utility Cost via Data Reweighing,1,2022, arxiv.org, arXiv preprint arXiv:2202.00787,https://arxiv.org/abs/2202.00787,1,,,,
698," Hoffman, K Wadhawan, P Das, P Sattigeri…",Causal Graphs Underlying Generative Models: Path to Learning with Limited Data,1,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2207.07174,1,,,,
697," Weng, Y Yakimenka, HY Lin…",Generative adversarial user privacy in lossy single-server information retrieval,1,2022, ieeexplore.ieee.org, IEEE Transactions …,https://ieeexplore.ieee.org/abstract/document/9870852/,1,,,,
98,"Zhu, Y Zhou, M Xia",Generating Semantically Valid Adversarial Questions for TableQA,3,2020, arxiv.org, arXiv preprint arXiv:2005.12696,https://arxiv.org/abs/2005.12696,1,,,,
537," Korde, MH Vasantha",Training of generative adversarial networks with hybrid evolutionary optimization technique,5,2019, ieeexplore.ieee.org, 2019 IEEE 16th India Council …,https://ieeexplore.ieee.org/abstract/document/9030352/,1,,,,
152,"Buriro, F Ricci, B Crispo",SwipeGAN: Swiping Data Augmentation Using Generative Adversarial Networks for Smartphone User Authentication,2,2021, dl.acm.org, Proceedings of the 3rd ACM Workshop on …,https://dl.acm.org/doi/abs/10.1145/3468218.3469039,1,,,,
714," Feng, M Choy, MN Laik",Predicting book sales trend using deep learning framework,4,2020, dspace.stir.ac.uk, International Journal of Advanced …,http://dspace.stir.ac.uk/handle/1893/30936,1,,,,
558,"Xiang, S Duan, H Pan, P Han, J Cao…",From One-Hot Encoding to Privacy-Preserving Synthetic Electronic Health Records Embedding,2,2020, dl.acm.org, Proceedings of the 2020 …,https://dl.acm.org/doi/abs/10.1145/3444370.3444605,1,,,,
731,"Liu, J Yu, L Xu, L Wang, J Yang",Sissos: intervention of tabular data and its applications,1,2022, Springer, Applied Intelligence,https://link.springer.com/article/10.1007/s10489-021-02382-7,1,,,,
738,Kielak,Generative Adversarial Imagination for Sample Efficient Deep Reinforcement Learning,3,2019, arxiv.org, arXiv preprint arXiv:1904.13255,https://arxiv.org/abs/1904.13255,1,,,,
659,"Du, Z Huang, C Wu",Adversarial Deep Learning for Online Resource Allocation,1,2022, dl.acm.org, ACM Transactions on Modeling and Performance …,https://dl.acm.org/doi/abs/10.1145/3494526,1,,,,
687," Rajotte, RT Ng",Private data sharing between decentralized users through the privGAN architecture,2,2020, ieeexplore.ieee.org, 2020 IEEE 24th International Enterprise …,https://ieeexplore.ieee.org/abstract/document/9233231/,1,,,,
624,"Xu, X Zhang, Z Qiu, X Zhang, J Qiu…",Oversampling Imbalanced Data Based on Convergent WGAN for Network Threat Detection,2,2021, hindawi.com, Security and …,https://www.hindawi.com/journals/scn/2021/9206440/,1,,,,
74, Aydin,Using Generative Adversarial Networks for Handling Class Imbalance Problem,2,2021, ieeexplore.ieee.org, 2021 29th Signal Processing and Communications …,https://ieeexplore.ieee.org/abstract/document/9477939/,1,,,,
142,"Allen, A Salmon",Synthesising artificial patient-level data for Open Science-an evaluation of five methods,3,2020, medrxiv.org, medRxiv,https://www.medrxiv.org/content/10.1101/2020.10.09.20210138.abstract,1,,,,
141,"Castelli, L Manzoni",Generative Models in Artificial Intelligence and Their Applications,1,2022, mdpi.com, Applied Sciences,https://www.mdpi.com/2076-3417/12/9/4127/htm,1,,,,
533," Paranjape, RK Dubey…",Exploring the role of Input and Output Layers of a Deep Neural Network in Adversarial Defense,2,2020, ieeexplore.ieee.org, … on Computing and Data …,https://ieeexplore.ieee.org/abstract/document/9276027/,1,,,,
625,"Johnsen, O Brandt, S Garrido, F Pereira",Population synthesis for urban resident modeling using deep generative models,1,2022, Springer, Neural Computing and …,https://link.springer.com/article/10.1007/s00521-021-06622-2,1,,,,
790,"Peng, L Lin, P Cheng, Z Huang…",Unsupervised Domain Adaptation for Cross-Modality Retinal Vessel Segmentation via Disentangling Representation Style Transfer and Collaborative Consistency …,1,2022, ieeexplore.ieee.org, 2022 IEEE 19th …,https://ieeexplore.ieee.org/abstract/document/9761675/,1,,,,
620,Juhasz,Machine Learning Predictions of Single Clad Geometry in Directed Energy Deposition,2,2020, osf.io,,https://osf.io/preprints/vxdmz/,1,,,,
683,"Kong, H Shen, K Huang",DualPathGAN: Facial reenacted emotion synthesis,2,2021, Wiley Online Library, IET Computer Vision,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/cvi2.12047,1,,,,
788,"Zhang, LY Zhang, X Zheng, S Hu, J Tian…",Self-Supervised Adversarial Example Detection by Disentangled Representation,2,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2105.03689,1,,,,
782,"Huang, D Yang, G Dai, Z Han, Y Wang…",AGTGAN: Unpaired Image Translation for Photographic Ancient Character Generation,1,2022, dl.acm.org, Proceedings of the 30th …,https://dl.acm.org/doi/abs/10.1145/3503161.3548338,1,,,,
608,"Ieracitano, N Mammone, A Paviglianiti…",A conditional Generative Adversarial Network and transfer learning-oriented anomaly classification system for electrospun nanofibers,1,2022, iris.unirc.it, Int J Neural Syst …,https://iris.unirc.it/bitstream/20.500.12318/129509/1/A%20conditional%20Generative%20Adversarial%20Network%20and%20transfer%20learning-oriented%20anomaly%20classification_2022_IJNS_PRE-PRINT.pdf,1,,,,
609," Welikala, TGI Fernando",Komposer V2: A Hybrid Approach to Intelligent Musical Composition Based on Generative Adversarial Networks with a Variational Autoencoder,2,2020, Springer, Proceedings of the Future Technologies …,https://link.springer.com/chapter/10.1007/978-3-030-63128-4_31,1,,,,
137,"Zhang, Y Guo",OmiTrans: generative adversarial networks based omics-to-omics translation framework,2,2021, arxiv.org, arXiv preprint arXiv:2111.13785,https://arxiv.org/abs/2111.13785,1,,,,
249,"Lin, R Tang, DD Lin, L Liu, J Lu, Y Chen…",Breast mass detection in mammograms via blending adversarial learning,4,2019, Springer, … Workshop on Simulation …,https://link.springer.com/chapter/10.1007/978-3-030-32778-1_6,1,,,,
131,"Zhuo, Z Yin, Z Ge",Attack and Defense: Adversarial Security of Data-Driven FDC Systems,1,2022, ieeexplore.ieee.org, IEEE Transactions on Industrial …,https://ieeexplore.ieee.org/abstract/document/9852307/,1,,,,
795,"Sheikholeslami, S Jain…",Efficient randomized defense against adversarial attacks in deep convolutional neural networks,3,2019, ieeexplore.ieee.org,2019 IEEE …,https://ieeexplore.ieee.org/abstract/document/8683348/,1,,,,
769,"Huang, J Lin, J Liu, J Chen, J Zhang, Y Hu…",Separating Chinese character from noisy background using GAN,2,2021, hindawi.com, … and Mobile Computing,https://www.hindawi.com/journals/wcmc/2021/9922017/,1,,,,
796," Farooqui, M Hassan, MS Younis, MK Siddhu",Offline hand written Urdu word spotting using random data generation,3,2020, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9143104/,1,,,,
146,"Li, Y Hou, H Yue, Z Guo",Single Image De-Raining via Generative Adversarial Nets,4,2019, ieeexplore.ieee.org, 2019 IEEE International …,https://ieeexplore.ieee.org/abstract/document/8784949/,1,,,,
798,"Sivakumar, K Ramamurthy, M Radhakrishnan…",Synthetic sampling from small datasets: A modified mega-trend diffusion approach using k-nearest neighbors,1,2022, Elsevier,Based …,https://www.sciencedirect.com/science/article/pii/S0950705121009473,1,,,,
765,Chi,Generation of differentially private heterogeneous electronic health records,2,2020, arxiv.org, arXiv preprint arXiv:2006.03423,https://arxiv.org/abs/2006.03423,1,,,,
581,"Abufadda, K Mansour",A Survey of Synthetic Data Generation for Machine Learning,2,2021, ieeexplore.ieee.org, 2021 22nd International Arab …,https://ieeexplore.ieee.org/abstract/document/9677302/,1,,,,
764,"Nehra, A Pal, B Baranidharan",Radiological Image Synthesis Using Cycle-Consistent Generative Adversarial Network,1,2022, Springer, Proceedings of International Conference …,https://link.springer.com/chapter/10.1007/978-981-16-7118-0_34,1,,,,
803,"Flaig, G Junike",Scenario generation for market risk models using generative neural networks,1,2022, mdpi.com, Risks,https://www.mdpi.com/2227-9091/10/11/199,1,,,,
576,"Mostafiz, MS Uddin, KMM Uddin…",COVID-19 along with other Chest Infections Diagnosis using Faster R-CNN and Generative Adversarial Network,1,2022, dl.acm.org, ACM Transactions on …,https://dl.acm.org/doi/abs/10.1145/3520125,1,,,,
651,"Zhou, J Du, Z Xue, C Liu, J Li",Cross-Modal Search for Social Networks via Adversarial Learning,4,2020, hindawi.com, Computational Intelligence and …,https://www.hindawi.com/journals/cin/2020/7834953/,1,,,,
758,"Khan, A Janowczyk, F Müller, A Blank…",Impact of scanner variability on lymph node segmentation in computational pathology,1,2022, Elsevier, Journal of pathology …,https://www.sciencedirect.com/science/article/pii/S2153353922007210,1,,,,
91,"Figueira, B Vaz","Survey on synthetic data generation, evaluation methods and GANs",1,2022, mdpi.com, Mathematics,https://www.mdpi.com/2227-7390/10/15/2733,1,,,,
672,"Mehta, P Shah, P Gajjar, V Ukani",Ocean surface pollution detection: Applicability analysis of V-Net with data augmentation for oil spill and other related ocean surface feature monitoring,1,2022, Springer, Communication and Intelligent …,https://link.springer.com/chapter/10.1007/978-981-19-2130-8_2,1,,,,
808,"Ickin, K Vandikas, F Moradi…",Ensemble-based synthetic data synthesis for federated QoE modeling,2,2020, ieeexplore.ieee.org, 2020 6th IEEE …,https://ieeexplore.ieee.org/abstract/document/9165379/,1,,,,
675,"Liu, Q Liu, H Zhang, Y Chen",DNN2LR: Interpretation-inspired Feature Crossing for Real-world Tabular Data,4,2020, arxiv.org, arXiv preprint arXiv:2008.09775,https://arxiv.org/abs/2008.09775,1,,,,
852,"Dong, J Yang, S Han, D Zhang",Learning Formatting Style Transfer and Structure Extraction for Spreadsheet Tables with a Hybrid Neural Network Architecture,2,2020, dl.acm.org, Proceedings of the 29th ACM …,https://dl.acm.org/doi/abs/10.1145/3340531.3412718,1,,,,
721,"Tao, W Sun, T Han, C Fang, X Zhang",RULER: Discriminative and Iterative Adversarial Training for Deep Neural Network Fairness,1,2022, cs.purdue.edu, Proceedings of the 30th …,https://www.cs.purdue.edu/homes/taog/docs/FSE22.pdf,1,,,,
213,"Drozdov, A Zabashta, A Filchenkov",Graph convolutional network based generative adversarial networks for the algorithm selection problem in classification,3,2020, dl.acm.org, 2020 International Conference …,https://dl.acm.org/doi/abs/10.1145/3437802.3437818,1,,,,
943, Sweet,Synthesizing cyber intrusion alerts using generative adversarial networks,3,2019, search.proquest.com,,https://search.proquest.com/openview/883a7a3b6af97c5f3c67a68d46a62dc4/1?pq-origsite=gscholar&cbl=18750&diss=y,1,,,,
407,"Nakhwan, R Duangsoithong","Comparison Analysis of Data Augmentation using Bootstrap, GANs and Autoencoder",1,2022, ieeexplore.ieee.org, 2022 14th International …,https://ieeexplore.ieee.org/abstract/document/9729065/,1,,,,
892," Behera, S Upadhyay, S Shetty…",FedSyn: Synthetic Data Generation using Federated Learning,1,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2203.05931,1,,,,
19,"Nock, M Guillam",Generative Trees: Adversarial and Copycat,1,2022, arxiv.org, arXiv preprint arXiv:2201.11205,https://arxiv.org/abs/2201.11205,1,,,,
425,"Hammad Alharbi, M Kimura",Missing Data Imputation Using Data Generated By GAN,3,2020, dl.acm.org, … Conference on Computing and Big Data,https://dl.acm.org/doi/abs/10.1145/3418688.3418701,1,,,,
937,"Ghimire, A Masoomi, J Dy",Reliable Estimation of KL Divergence using a Discriminator in Reproducing Kernel Hilbert Space,2,2021, proceedings.neurips.cc, Advances in Neural …,https://proceedings.neurips.cc/paper/2021/hash/54a367d629152b720749e187b3eaa11b-Abstract.html,1,,,,
939,"H Suri, K Yeturu",Pseudo Rehearsal using non photo-realistic images,2,2021, ieeexplore.ieee.org, 2020 25th International Conference on …,https://ieeexplore.ieee.org/abstract/document/9412827/,1,,,,
193,"Guidotti, A Monreale",Data-agnostic local neighborhood generation,4,2020, ieeexplore.ieee.org, … International Conference on Data …,https://ieeexplore.ieee.org/abstract/document/9338395/,1,,,,
436," Gayathri, A Sajjanhar, Y Xiang…",Anomaly detection for scenario-based insider activities using cgan augmented data,2,2021, ieeexplore.ieee.org, 2021 IEEE 20th …,https://ieeexplore.ieee.org/abstract/document/9724365/,1,,,,
440,"Shu, S Mao, JL Coyle, E Sejdić",Improving Non-Invasive Aspiration Detection With Auxiliary Classifier Wasserstein Generative Adversarial Networks,2,2021, ieeexplore.ieee.org, IEEE Journal of Biomedical …,https://ieeexplore.ieee.org/abstract/document/9520236/,1,,,,
13,Saube,The use of generative adversarial networks to alleviate class imbalance in tabular data: a survey,1,2022, Springer, Journal of Big Data,https://link.springer.com/article/10.1186/s40537-022-00648-6,1,,,,
309," Rathore, SS Chouhan, DK Jain…",Generative Oversampling Methods for Handling Imbalanced Data in Software Fault Prediction,1,2022, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9749774/,1,,,,
442,"Hazra, MR Kim, YC Byun",Generative Adversarial Networks for Creating Synthetic Nucleic Acid Sequences of Cat Genome,1,2022, mdpi.com, International Journal of Molecular Sciences,https://www.mdpi.com/1562714,1,,,,
48,Li,Supporting Database Constraints in Synthetic Data Generation based on Generative Adversarial Networks,2,2020, dl.acm.org, … International Conference on Management of Data,https://dl.acm.org/doi/abs/10.1145/3318464.3384414,1,,,,
448,Bode,Applying Physics-Informed Enhanced Super-Resolution Generative Adversarial Networks to Finite-Rate-Chemistry Flows and Predicting Lean Premixed Gas Turbine …,1,2022, arxiv.org, arXiv preprint arXiv:2210.16219,https://arxiv.org/abs/2210.16219,1,,,,
190,"Zhang, N Zaidi, J Zhou, G Li",GANBLR++: incorporating capacity to generate numeric attributes and leveraging unrestricted Bayesian networks,1,2022, SIAM, … 2022 SIAM International Conference on Data …,https://epubs.siam.org/doi/abs/10.1137/1.9781611977172.34,1,,,,
300,"Meenakshi, G Maragatham",A self supervised defending mechanism against adversarial iris attacks based on wavelet transform,2,2021, researchgate.net, International Journal of Advanced …,https://www.researchgate.net/profile/Meenakshi-K/publication/349742277_A_Self_Supervised_Defending_Mechanism_Against_Adversarial_Iris_Attacks_based_on_Wavelet_Transform/links/60bded13a6fdcc22eae4c7be/A-Self-Supervised-Defending-Mechanism-Against-Adversarial-Iris-Attacks-based-on-Wavelet-Transform.pdf,1,,,,
295," Chen, S Liu",Holistic adversarial robustness of deep learning models,1,2022, arxiv.org, arXiv preprint arXiv:2202.07201,https://arxiv.org/abs/2202.07201,1,,,,
291,"Zhang, X Deng, Y Zhang",Generation of Sub-item Load Profiles for Public Buildings Based on the Conditional Generative Adversarial Network and Moving Average Method,1,2022, Elsevier, Energy and Buildings,https://www.sciencedirect.com/science/article/pii/S0378778822003565,1,,,,
897,"S Rao, S Venkatramulu…",COVID-19 Patterns Identification using Advanced Machine Learning and Deep Neural Network Implementation,1,2022, ieeexplore.ieee.org, … and Smart Energy …,https://ieeexplore.ieee.org/abstract/document/9743093/,1,,,,
23," Camino, C Hammerschmidt",Working with deep generative models and tabular data imputation,2,2020, orbilu.uni.lu,,https://orbilu.uni.lu/bitstream/10993/44101/1/Working_with_Deep_Generative_Models_and_Tabular_Data_Imputation.pdf,1,,,,
396,"Cao, A Budhota, H Chen…",Feature matching based ECG generative network for arrhythmia event augmentation,3,2020, ieeexplore.ieee.org, 2020 42nd Annual …,https://ieeexplore.ieee.org/abstract/document/9175668/,1,,,,
339,"Kossen, MA Hirzel, VI Madai, F Boenisch…",Toward Sharing Brain Images: Differentially Private TOF-MRA Images With Segmentation Labels Using Generative Adversarial Networks,1,2022, ncbi.nlm.nih.gov, Frontiers in artificial …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108458/,1,,,,
361,"An, J Sun, Y Wang, Q Wei",A K-means Improved CTGAN Oversampling Method for Data Imbalance Problem,2,2021, ieeexplore.ieee.org, 2021 IEEE 21st International …,https://ieeexplore.ieee.org/abstract/document/9724741/,1,,,,
360," Dhami, M Das, S Natarajan",Beyond Simple Images: Human Knowledge-Guided GANs for Clinical Data Generation,2,2021, proceedings.kr.org, Proceedings of the …,https://proceedings.kr.org/2021/24/,1,,,,
353,"H Vardhan, S Kok",Generating privacy-preserving synthetic tabular data using oblivious variational autoencoders,3,2020, comp.nus.edu.sg, … of Privacy and Data Labor at the 37 th …,https://www.comp.nus.edu.sg/~skok/papers/ecopadl20.pdf,1,,,,
911,"Liu, Z Qi, B Wang, YJ Tian, Y Shi",SELF-LLP: Self-supervised learning from label proportions with self-ensemble,1,2022, Elsevier, Pattern Recognition,https://www.sciencedirect.com/science/article/pii/S0031320322002485,1,,,,
378," Noella, J Priyadarshini",Diagnosis of Dementia Using a Generative Deep Convolution Neural Network,2,2021, Springer, Arabian Journal for Science and Engineering,https://link.springer.com/article/10.1007/s13369-021-05982-0,1,,,,
218,"Zhang, H Chen, J He, H Yang",Reconstruction method for missing measurement data based on Wasserstein generative adversarial network,2,2021, jstage.jst.go.jp, Journal of Advanced …,https://www.jstage.jst.go.jp/article/jaciii/25/2/25_195/_article/-char/ja/,1,,,,
219,"Liang, J Wang, X Gao, J Wang…",Self-supervised Pretraining Isolated Forest for Outlier Detection,1,2022, ieeexplore.ieee.org, … on Big Data …,https://ieeexplore.ieee.org/abstract/document/9758411/,1,,,,
342,"Festag, J Denzler, C Spreckelsen",Generative Adversarial Networks for Biomedical Time Series Forecasting and Imputation A systematic review,1,2022, Elsevier, Journal of Biomedical Informatics,https://www.sciencedirect.com/science/article/pii/S1532046422000740,1,,,,
380,"Yang, IS Bozchalooi, E Darve",Regularized cycle consistent generative adversarial network for anomaly detection,3,2020, arxiv.org, arXiv preprint arXiv:2001.06591,https://arxiv.org/abs/2001.06591,1,,,,
34,"Kotal, A Piplai, SSL Chukkapalli, A Joshi",PriveTAB: Secure and Privacy-Preserving sharing of Tabular Data,1,2022, dl.acm.org, Proceedings of the 2022 …,https://dl.acm.org/doi/abs/10.1145/3510548.3519377,1,,,,
906,"Dios, MB Ali, IYH Gu, TG Vecchio, C Ge…",Introduction to Deep Learning in Clinical Neuroscience,1,2022, Springer, Machine Learning in …,https://link.springer.com/chapter/10.1007/978-3-030-85292-4_11,1,,,,
388,"Lee, M Kim, Y Jeong, Y Ro",Differentially Private Normalizing Flows for Synthetic Tabular Data Generation,1,2022, aaai.org,,https://www.aaai.org/AAAI22Papers/AAAI-2566.LeeJ.pdf,1,,,,
904,"Shivhare, V Saxena",Optimized generative adversarial network based breast cancer diagnosis with wavelet and texture features,1,2022, Springer, Multimedia Systems,https://link.springer.com/article/10.1007/s00530-022-00911-z,1,,,,
340,"Aïvodji, F Bidet, S Gambs, RC Ngueveu, A Tapp",Local data debiasing for fairness based on generative adversarial training,2,2021, mdpi.com, Algorithms,https://www.mdpi.com/1033616,1,,,,
393,"Pang, C Aggarwal, C Shen…",Editorial Deep Learning for Anomaly Detection,1,2022, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9786561/,1,,,,
212,"Wang, L Yao",Unrolled GAN-based Oversampling of Credit Card Dataset for Fraud Detection,1,2022, ieeexplore.ieee.org, 2022 IEEE International Conference on …,https://ieeexplore.ieee.org/abstract/document/9844421/,1,,,,
211,"Ha, TK Dano",Investigating local differential privacy and generative adversarial network in collecting data,3,2020, ieeexplore.ieee.org, 2020 International Conference on Advanced …,https://ieeexplore.ieee.org/abstract/document/9353088/,1,,,,
867,"Khan, W Mumtaz, AS Mumtaz…",Multiclass-Classification of Algae using Dc-GAN and Transfer Learning,1,2022, ieeexplore.ieee.org, … on Image Processing …,https://ieeexplore.ieee.org/abstract/document/9798730/,1,,,,
230," Camino, CA Hammerschmidt",Oversampling Tabular Data with Deep Generative Models: Is it worth the effort?,2,2020, proceedings.mlr.press,,https://proceedings.mlr.press/v137/camino20a,1,,,,
915,"Fan, X Wang, X Wang, X Liu, J Zhao…",GF-3 PolSAR marine aquaculture recognition based on complex convolutional neural networks,4,2019, ieeexplore.ieee.org, … on Intelligent Control …,https://ieeexplore.ieee.org/abstract/document/9012171/,1,,,,
256,"Pérez, P Arroba, JM Moya",Data augmentation through multivariate scenario forecasting in Data Centers using Generative Adversarial Networks,1,2022, Springer, Applied Intelligence,https://link.springer.com/article/10.1007/s10489-022-03557-6,1,,,,
842,"Nanavati, H Modi, D Patel, V Parikh…",Generative Adversarial Networks: A Comparative Analysis,2,2020, academia.edu, International Journal of …,https://www.academia.edu/download/63154824/IJARCET-VOL-9-ISSUE-4-116-12320200430-15156-a655sm.pdf,1,,,,
63,"Borisov, K Seßler, T Leemann, M Pawelczyk…",Language Models are Realistic Tabular Data Generators,1,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2210.06280,1,,,,
463,"Park, H Park",Performance Comparison of Multi-class SVM with Oversampling Methods for Imbalanced Data Classification,2,2020, Springer, International Conference on Broadband and Wireless …,https://link.springer.com/chapter/10.1007/978-3-030-61108-8_11,1,,,,
504,Das,Optimizing prediction of MGMT promoter methylation from MRI scans using adversarial learning,1,2022, arxiv.org, arXiv preprint arXiv:2201.04416,https://arxiv.org/abs/2201.04416,1,,,,
58,"Yilmaz, R Korn",Synthetic demand data generation for individual electricity consumers: Generative Adversarial Networks (GANs),1,2022, Elsevier, Energy and AI,https://www.sciencedirect.com/science/article/pii/S2666546822000209,1,,,,
272,"Faraz, H Khaloozadeh",Multi-step-ahead stock market prediction based on least squares generative adversarial network,4,2020, ieeexplore.ieee.org, 2020 28th Iranian Conference on …,https://ieeexplore.ieee.org/abstract/document/9260858/,1,,,,
501,Staccone,… on synthetic aperture radar (SAR) images in earth observation. Classification using semi-supervised generative adversarial networks on partially labeled data,2,2020, politesi.polimi.it,,https://www.politesi.polimi.it/bitstream/10589/165343/1/Francesco_Staccone_Politecnico_di_Milano_Thesis.pdf,1,,,,
7,"Liu, N Fusi, L Mackey",Model compression with generative adversarial networks,7,2018, openreview.net,,https://openreview.net/forum?id=Byxz4n09tQ,1,,,,
57," Chundawat, AK Tarun, M Mandal, M Lahoti…",TabSynDex: A Universal Metric for Robust Evaluation of Synthetic Tabular Data,1,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2207.05295,1,,,,
245,"Liu, Y Dai",Product Processing Quality Classification Model for Small-Sample and Imbalanced Data Environment,1,2022, hindawi.com, Computational Intelligence and Neuroscience,https://www.hindawi.com/journals/cin/2022/9024165/,1,,,,
175,"Zhang, B Peng, J Chen, Q Liu, S Jiang…",A ResNet-LSTM Based Credit Scoring Approach for Imbalanced Data,1,2022, hindawi.com, Mobile Information …,https://www.hindawi.com/journals/misy/2022/9103437/,1,,,,
176," Srinivas, S Balachander, YC Singh Samant…",Hardware Trojan Detection Using XGBoost Algorithm for IoT with Data Augmentation Using CTGAN and SMOTE,2,2021, Springer, … and Network Computing,https://link.springer.com/chapter/10.1007/978-3-030-79276-3_10,1,,,,
963," Quiroz, YZ Feng, ZY Cheng, D Rezazadegan…",Severity assessment of COVID-19 based on clinical and imaging data,3,2020, medrxiv.org, medRxiv,https://www.medrxiv.org/content/10.1101/2020.08.12.20173872.abstract,1,,,,
507," Shrisha, V Anupama, D Suresha…",KGAN: A Generative Adversarial Network Augmented Convolution Neural Network Model for Recognizing Kannada Language Digits,1,2022, Springer, … and Intelligent Systems,https://link.springer.com/chapter/10.1007/978-981-19-2130-8_41,1,,,,
835,"Han, SH Musunuri, MR Min, R Gao…",AE-StyleGAN: Improved Training of Style-Based Auto-Encoders,1,2022, openaccess.thecvf.com, Proceedings of the …,https://openaccess.thecvf.com/content/WACV2022/html/Han_AE-StyleGAN_Improved_Training_of_Style-Based_Auto-Encoders_WACV_2022_paper.html,1,,,,
832,"Zhang, L Clark, M Clark, K Psounis…",Privacy-Utility Trades in Crowdsourced Signal Map Obfuscation,1,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2201.04782,1,,,,
833,"Shao, L Chen, Y Wu",SRWGANTV: Image Super-Resolution Through Wasserstein Generative Adversarial Networks with Total Variational Regularization,2,2021, ieeexplore.ieee.org, 2021 IEEE 13th International …,https://ieeexplore.ieee.org/abstract/document/9386518/,1,,,,
167,"Darabi, Y Elor",Synthesising Multi-Modal Minority Samples for Tabular Data,2,2021, arxiv.org, arXiv preprint arXiv:2105.08204,https://arxiv.org/abs/2105.08204,1,,,,
862,"Zhu, H Ma, J Peng, D Liu, Z Xiong",Recycling Discriminator: Towards Opinion-Unaware Image Quality Assessment Using Wasserstein GAN,2,2021, dl.acm.org, Proceedings of the 29th ACM …,https://dl.acm.org/doi/abs/10.1145/3474085.3479234,1,,,,
854,"Kehrenberg, M Bartlett, V Sharmanska…",Addressing Missing Sources with Adversarial Support-Matching,1,2022, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2203.13154,1,,,,
254,"Kosana, K Teeparthi, S Madasthu",A novel and hybrid framework based on generative adversarial network and temporal convolutional approach for wind speed prediction,1,2022, Elsevier, Sustainable Energy Technologies …,https://www.sciencedirect.com/science/article/pii/S2213138822005197,1,,,,
928,"Little, M Elliot, R Allmendinger",Comparing the Utility and Disclosure Risk of Synthetic Data with Samples of Microdata,0,2022, Springer, International Conference on Privacy in …,https://link.springer.com/chapter/10.1007/978-3-031-13945-1_17,0,,,,
759,"Pastorino, AK Biswas",Data-Blind ML: Building privacy-aware machine learning models without direct data access,1,2021, ieeexplore.ieee.org, 2021 IEEE Fourth International …,https://ieeexplore.ieee.org/abstract/document/9723670/,0,,,,
979,Gupta,Impacts of an Adversary Attacking Filter-Based Feature Selection Algorithms,0,2021, search.proquest.com,,https://search.proquest.com/openview/ca2ee2b9a86d9dfe87a607f9869ba869/1?pq-origsite=gscholar&cbl=18750&diss=y,0,,,,
919,"Fonseca, F Bacao",Research Trends and Applications of Data Augmentation Algorithms,0,2022, arxiv.org, arXiv preprint arXiv:2207.08817,https://arxiv.org/abs/2207.08817,0,,,,
969,"Chatterjee, JR Chowdhury, A Dey",How to realize the effect of Kundalini yoga and Chinese Chi meditation on the HRV and ANS with GAN architecture?'HRV-GAN': An alternative approach,0,2022, Elsevier, Biomedical Signal Processing and …,https://www.sciencedirect.com/science/article/pii/S1746809422003445,0,,,,
723,"Mishra, S Sundaram",Confidence Conditioned Knowledge Distillation,0,2021, arxiv.org, arXiv preprint arXiv:2107.06993,https://arxiv.org/abs/2107.06993,0,,,,
971, Paul,"Online sequential learning with non-iterative strategy for feature extraction, classification and data augmentation",0,2020, knowledgecommons.lakeheadu.ca,,http://knowledgecommons.lakeheadu.ca/handle/2453/4673,0,,,,
923,"Ashok, A Gupta",Comparative Study of TRANS-GAN Architecture for Bio-Medical Image Semantic Segmentation,0,2022, ieeexplore.ieee.org, 2022 7th International Conference on …,https://ieeexplore.ieee.org/abstract/document/9835992/,0,,,,
